,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uB41dsJqBN4,http://youtube.com/watch?v=uB41dsJqBN4,,,,,,,,,2020-04-21T08:00:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""TERA_Z vs BALA a.k.a SBKN"" UMB2019 ・･・・･・・ｷ・・ｺ・・・ｸ 6/9(SUN)",25943,412,9,0,145,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bs3IWomK3LA,http://youtube.com/watch?v=Bs3IWomK3LA,,,,,,,,,2020-02-21T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""peko vs R-・・・・ｮ・""011 ・､ｧ・・ｪ・ｺ・・・ｸ 6/25 (Sat)) 6/9",27910,416,12,0,84,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLABzCLgPA,http://youtube.com/watch?v=ghLABzCLgPA,,,,,,,,,2020-03-07T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""HIBIKI vs DOTAMA"" FULL HD UMB2017 GRAND CHAMPIONSHIP 12/30(・・・)",36084,487,7,0,189,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fk5wjAYkQV8,http://youtube.com/watch?v=fk5wjAYkQV8,,,,,,,,,2019-12-17T13:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""R-・・・・ｮ・ vs KZ""012 ・､ｧ・・ｪ・ｺ・・・ｸ 6/24 (Sun))SHIP",33597,356,9,0,78,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6QA1cxoYk,http://youtube.com/watch?v=SA6QA1cxoYk,,,,,,,,,2019-12-14T10:16:44Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs venom""2018 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/4(SUN))SHI",7245,107,2,0,35,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVgEOit3tos,http://youtube.com/watch?v=HVgEOit3tos,,,,,,,,,2020-05-04T09:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・ｾ・ｳｶ vs ・・ｵ・・・・・・・・・""4 GRAND CHAMPIONSHIP 12/30(TUE) #mcbattle #rap #umblle #rap #umbb",123837,3034,35,0,1032,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMZFWmaRe0I,http://youtube.com/watch?v=CMZFWmaRe0I,,,,,,,,,2020-02-09T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Y.A.S vs ・・ｵ・・､・・・・・ｬ・・ｹ・ｸ・・・・""HAMPIONSHIP 12/30(FRI)) #mcbattle #rap",11141,122,1,0,56,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQePP3UO6Xc,http://youtube.com/watch?v=IQePP3UO6Xc,,,,,,,,,2020-06-10T09:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・､・・ｳ・・ｰ・・・・・・・・・・・・ vs BRAVOO""・・ｸ 10/2(SUN))(FRI)) #mcbattle ",9759,114,2,0,69,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w6Y7U6hFyLY,http://youtube.com/watch?v=w6Y7U6hFyLY,,,,,,,,,2020-06-14T09:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"""K.Lee vs ・・､・・ｳ・・ｰ・・・・・・・・・・・・""・・ｸ 10/2(SUN)))(FRI)) #mcbattle",17377,349,5,0,115,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MqrvOQSWrzc,http://youtube.com/watch?v=MqrvOQSWrzc,,,,,,,,,2019-12-31T07:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Authority vs ・ｷｦ・ｵ・""B2017 ・・・・｣ｮ・ｺ・・・ｸ 6/3(SAT)ｸｸ ",31755,500,7,0,78,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fW2o0IrCq8,http://youtube.com/watch?v=4fW2o0IrCq8,,,,,,,,,2019-12-10T05:53:33Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｧ vs ・ｴ・・｡・""18 ・ｲ｡・ｱｱ・ｺ・・・ｸ 11/18(SUN)AAT)ｸｸ",55451,290,7,0,120,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glFTrTpmLkk,http://youtube.com/watch?v=glFTrTpmLkk,,,,,,,,,2016-12-01T07:47:34Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2016 ・ｦ・・ｳｶ・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""yle & ・・､・・ｳ・・ｿ・・・・・･・・ｼ!!uumblle #rap #umbbNSH",149953,945,25,0,218,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9qePhYNLfo,http://youtube.com/watch?v=o9qePhYNLfo,,,,,,,,,2020-03-31T10:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｼｪ・・･・・・ vs JAKE""HD UMB2017 THE CHOICE IS YOURS 3/27(MON)  ・・､・",28618,633,6,0,126,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mG2LHlCQmfE,http://youtube.com/watch?v=mG2LHlCQmfE,,,,,,,,,2020-02-10T09:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Y.A.S vs ・・・""LL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)((M",33945,486,4,0,252,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9sDsMoEeRzY,http://youtube.com/watch?v=9sDsMoEeRzY,,,,,,,,,2020-02-09T09:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・､・・・・・ｬ・・ｹ・ｸ・・・・ vs Disry"" GRAND CHAMPIONSHIP 12/30(TUE))・・･・・ｼ!!uumblle",58533,620,11,0,280,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Km5zHUzhRx8,http://youtube.com/watch?v=Km5zHUzhRx8,,,,,,,,,2020-03-06T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOLBY vs DOTAMA"" UMB2011 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/13 (Sun)",10057,155,1,0,40,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpUlskQjeMQ,http://youtube.com/watch?v=cpUlskQjeMQ,,,,,,,,,2020-07-04T08:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs S""2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)SSun",6962,179,3,0,79,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u97Ebnw3K2Q,http://youtube.com/watch?v=u97Ebnw3K2Q,,,,,,,,,2020-04-04T08:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・ｾ・ｳｶ vs KOOPA ""LL HD UMB2017 GRAND CHAMPIONSHIP 12/30(・・・)) 1",27923,443,11,0,115,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IaPXMliejVo,http://youtube.com/watch?v=IaPXMliejVo,,,,,,,,,2020-01-19T08:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""JAKE vs ・・・・ｸ・・・ｫ・・ｫ・・・""2017 GRAND CHAMPIONSHIP 12/30(・・・)00(TUE))・・･・",148208,1496,27,0,383,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wSFW9LHAMTM,http://youtube.com/watch?v=wSFW9LHAMTM,,,,,,,,,2020-03-03T08:01:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs MULBE"" UMB2017 ・・ｱ・ｺｬ・ｺ・・・ｸ 10/15(SUN)",16623,209,4,0,107,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHcyVfP5rJk,http://youtube.com/watch?v=YHcyVfP5rJk,,,,,,,,,2020-01-11T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""miniRA vs ・ｼ・iva""MB2017 ・､ｧ・・・・ｺ・・・ｸ 7/21(FRI)AA",9620,164,2,0,58,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JW5kY-Sgl4,http://youtube.com/watch?v=3JW5kY-Sgl4,,,,,,,,,2020-06-30T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""BOZ vs MC・・・・・ｬ・・ｪ a.k.a ・ｵ､・・・・ｨｲ・ｦｻ""ｺｬ・ｺ・・・ｸ 11/30(SAT)00(TUE))・・･・・",13739,183,6,0,120,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P64fcv4GgmU,http://youtube.com/watch?v=P64fcv4GgmU,,,,,,,,,2020-02-08T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Scooby J vs MC・・・・・・・・ｬ・・ｪ""MB2017 GRAND CHAMPIONSHIP 12/30(・・・))UE))・・･・・",90563,1222,12,0,303,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUdH4p0z3L4,http://youtube.com/watch?v=MUdH4p0z3L4,,,,,,,,,2017-01-17T07:52:38Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2016  ・､ｧ・・ｪ・ｺ・・・ｸ - Best64 highlight -,201944,1008,43,0,529,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9PbPsMsJ9vY,http://youtube.com/watch?v=9PbPsMsJ9vY,,,,,,,,,2020-05-03T08:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""K'iLL vs KOOPA"" UMB2019 ・・ｼ・・・・ｺ・・・ｸ 11/9(SAT)",14079,228,9,0,208,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCpvzYtixz0,http://youtube.com/watch?v=PCpvzYtixz0,,,,,,,,,2020-02-22T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・ vs T-STONE""B2017 ・ｾｳ・ｳｶ・ｺ・・・ｸ 12/2(SAT)NND",9669,178,2,0,43,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Km5zHUzhRx8,http://youtube.com/watch?v=Km5zHUzhRx8,,,,,,,,,2020-03-06T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOLBY vs DOTAMA"" UMB2011 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/13 (Sun)",10057,155,1,0,40,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiL_QH6RbFg,http://youtube.com/watch?v=hiL_QH6RbFg,,,,,,,,,2020-06-06T09:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SHUN P vs MOL53"" UMB2016 ・ｮｮ・ｴ・・ｺ・・・ｸ 6/10(FRI)",7649,117,1,0,42,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HioGMbHXmxw,http://youtube.com/watch?v=HioGMbHXmxw,,,,,,,,,2020-01-18T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｫ・・・・・ｲ vs Lowch""1 GRAND CHAMPIONSHIP 12/30(FRI))SHIP 1",8009,89,3,0,33,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0JIsPIHE78,http://youtube.com/watch?v=P0JIsPIHE78,,,,,,,,,2020-04-25T10:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DAISEI vs KZ"" FULL HD UMB2018 GRAND CHAMPIONSHIP 12/30(SUN)",19718,307,5,0,158,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUxH775EDxA,http://youtube.com/watch?v=BUxH775EDxA,,,,,,,,,2020-01-24T15:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・・・・ｬ・・ｪ vs MULBE""8 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/4(SUN)00(SUN)",15905,181,4,0,51,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeFubLKQSo4,http://youtube.com/watch?v=LeFubLKQSo4,,,,,,,,,2020-04-17T08:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SHAMO vs N0uTY"" UMB2019 ・・・・・・・ｺ・・・ｸ 11/10(SUN)",12175,203,4,0,92,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4sHCT-hGV-4,http://youtube.com/watch?v=4sHCT-hGV-4,,,,,,,,,2020-02-26T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ACE vs KZ"" UMB2014 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/02(SUN)",11652,141,2,0,74,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vtZEM5_UQI4,http://youtube.com/watch?v=vtZEM5_UQI4,,,,,,,,,2019-12-08T02:51:22Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｫ・・・・・ｳ vs ・・?・・ｼ・・ｲ・・ｼ""・ｺ・・・ｸ 5/12(SAT))))IP 12/30(・・・",16243,212,5,0,25,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HjhmEvxs5B4,http://youtube.com/watch?v=HjhmEvxs5B4,,,,,,,,,2020-04-24T09:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｸ・・・ｫ・・ｫ・・・ vs NAGION""・・･・ｺ・・・ｸ 10/5 (SUN) #mcbattle #rap #umm・・･・・ｼ!!uum",9449,139,5,0,50,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XxikSyotj20,http://youtube.com/watch?v=XxikSyotj20,,,,,,,,,2020-03-05T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs ・・・・・ｹ・・・・・ｪ・・ｪ""ｺ・・・ｸ 10/15(SUN)##mcbattle #rap ",13548,183,8,0,38,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QkfKz3lKXU0,http://youtube.com/watch?v=QkfKz3lKXU0,,,,,,,,,2019-12-15T01:25:48Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs MC・・・・・・・・ｬ・・ｪ""ｬ・ｺ・・・ｸ 11/12(SUN))##mcbattle #r",78445,1033,23,0,180,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YuO_8z17Vwk,http://youtube.com/watch?v=YuO_8z17Vwk,,,,,,,,,2020-01-14T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・ｦ・・ｲ｡・ｺ・・・ｸ   mol53 vs POCKY,17862,264,4,0,108,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMr6utuPwfc,http://youtube.com/watch?v=KMr6utuPwfc,,,,,,,,,2019-12-10T06:14:21Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣ｸ・ｭｦ vs KOOPA""MB2018 ・・ｼ・・・・ｺ・・・ｸ 12/2(・・･))1",8676,126,0,0,21,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apTIODyuQE8,http://youtube.com/watch?v=apTIODyuQE8,,,,,,,,,2020-06-29T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOLBY vs Taishi"" UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)",5336,87,2,0,41,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RrOSv4NKxHg,http://youtube.com/watch?v=RrOSv4NKxHg,,,,,,,,,2020-05-17T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・・・・・・ｭ・､・ vs ・・・・・・・・・""・・ｸ 5/18(SAT)))##mcbattle #rap ",8962,127,4,0,96,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69wO6gdA5MM,http://youtube.com/watch?v=69wO6gdA5MM,,,,,,,,,2019-12-26T10:06:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAIKA MC vs Knic"" UMB2014 REVENGE EAST 12/23 (TUE)",7058,102,3,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1W2-NPO2-eE,http://youtube.com/watch?v=1W2-NPO2-eE,,,,,,,,,2020-06-13T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"・・・・・ｹ・・ｪ・・・・・ｹ・・ｿ・・ｼ vs D.D.S""ｺ・・・ｸ 11/30(SAT)aattle #rap #umm",6488,99,2,0,59,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yke8qvvwfPc,http://youtube.com/watch?v=yke8qvvwfPc,,,,,,,,,2020-01-20T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・・・・・ｬ・ｺ・・・ｸ  ・・ｫ・・・・・ｲ vs mol53,11495,168,3,0,61,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TzNzW2OKnS4,http://youtube.com/watch?v=TzNzW2OKnS4,,,,,,,,,2020-02-29T09:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SURRY vs RHYME BOYA"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",23374,251,5,0,167,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5kCJOiUfgoE,http://youtube.com/watch?v=5kCJOiUfgoE,,,,,,,,,2019-12-26T09:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs ・・ｩ・・ｲ""E WEST 12/28 (SUN)//30(TUE))le #r",35279,628,13,0,152,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP7rBrof-2c,http://youtube.com/watch?v=CP7rBrof-2c,,,,,,,,,2020-03-02T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs DRAGON ONE"" UMB2011 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/13 (Sun) #mcbattle #rap #umb",9674,114,3,0,39,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0jJLMbBK8g,http://youtube.com/watch?v=k0jJLMbBK8g,,,,,,,,,2015-11-25T16:48:33Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・・ｱ・ｺｬ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""ttle #rap #umbuumm",165123,589,14,0,90,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eCjuP-LNduw,http://youtube.com/watch?v=eCjuP-LNduw,,,,,,,,,2020-06-12T08:00:21Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・ｩ・・・・・・・・ｪ・・・ vs FRANKEN"" 11/30(SAT))battle #rap #um",5956,112,5,0,50,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHJKcmSBhB0,http://youtube.com/watch?v=DHJKcmSBhB0,,,,,,,,,2020-02-16T09:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GIL vs BUCHI DA MIC"" FUL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",34697,409,6,0,188,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9GvHNRzSES8,http://youtube.com/watch?v=9GvHNRzSES8,,,,,,,,,2020-07-05T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""S vs MC・・・・・ｬ・・ｪ a.k.a ・ｵ､・・・・ｨｲ・ｦｻ""ｺｬ・ｺ・・・ｸ 11/30(SAT)  #umbuumm・・･",10560,201,5,0,94,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ySLvPmKJXKE,http://youtube.com/watch?v=ySLvPmKJXKE,,,,,,,,,2020-05-28T08:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs ・ｨ\ﾃ・THE ANSWER""・・ｵｷ・・・・ｺ・・・ｸ 8/31(SAT))SAT)  #umb",11130,195,9,0,101,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6rMRKTkTxYM,http://youtube.com/watch?v=6rMRKTkTxYM,,,,,,,,,2019-12-15T01:23:47Z,UCLn8FintdYEDCSK6HaX5Q4g,"""BASE vs ALCI"" UMB2018 ・・・・・･・ｺ・・・ｸ 10/28(SUN)",14204,196,4,0,69,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
